,itemID_1,itemID_2,isDuplicate,generationMethod
2818759,4636339,5029317,0,3
626576,671054,1091590,0,3
1196590,1366317,2647456,0,3
1193374,1362155,5765918,0,1
2650141,4034837,4229863,0,3
2594156,3870432,5268165,1,1
2818385,4634704,4636851,0,1
770330,838498,6046241,0,1
2928699,5223445,5744039,1,1
1978917,2540875,5283677,0,1
1494391,1774199,2506893,0,3
238838,245754,1321416,1,1
2304239,3167187,4483445,1,1
647590,694735,5352314,0,1
1598772,1928132,3270049,0,1
796960,870191,3450620,0,3
1551469,1857524,3039835,1,1
226139,232633,5956346,1,1
2189445,2929692,3197904,0,1
2717029,4248949,5749015,0,1
2939587,5305142,5662555,0,1
876634,964973,1289396,0,3
1661813,2023560,3997986,1,1
2045632,2659731,6085107,0,1
886459,977257,4828411,0,1
330901,344005,2824731,0,1
901236,994458,5432148,0,1
1468408,1737133,2447940,0,1
833183,913492,1783389,0,3
22612,23914,3220923,1,3
1302191,1506110,4832235,1,1
2590642,3861046,5130410,1,1
1025408,1146519,2397039,0,3
319561,332344,2701001,0,1
1292100,1492508,3752603,0,1
1285999,1484119,2871678,0,3
2060565,2687280,5422763,1,2
1496915,1777766,1922658,0,1
2237068,3026846,3434431,0,1
2912237,5111201,6010468,1,1
2107627,2773801,3937432,0,1
71953,74156,851954,1,1
1429720,1681420,4658913,0,1
1239462,1422454,2291978,0,3
2477196,3565906,4016045,1,1
2691007,4163003,6000278,1,1
464632,489267,4101983,0,3
1127258,1276459,3564121,1,1
2505621,3635420,4699334,1,3
2775943,4461267,4829634,0,3
930188,1029282,3698191,0,3
607947,649893,5923041,0,1
1956802,2502701,5063525,1,1
2756327,4387803,4488905,1,3
82222,84774,2100995,1,1
228037,234548,3214316,1,1
2332513,3228072,3228121,0,1
1998784,2576349,3995611,0,1
2814911,4620576,5681371,1,1
59628,61247,4981955,0,3
2990728,6019548,6031740,0,1
1828271,2285235,2698455,0,1
2717121,4249277,4819109,1,1
1388846,1623894,1658547,1,1
1288323,1487259,2293887,1,2
2527080,3689968,5729930,0,3
253683,261405,4140125,1,1
533639,567392,1173544,0,1
1675343,2044428,2846464,0,1
623518,667479,4268289,1,1
1191992,1360363,6073216,0,3
1665048,2028455,3773720,1,1
1925751,2448276,3498869,0,3
2465170,3536268,4121955,0,1
190326,196039,3343065,0,3
1399086,1637878,5569184,1,1
513288,543875,4623931,1,2
2503122,3629164,4046764,1,1
228672,235097,1258615,0,1
2842341,4739949,5479437,0,3
2344108,3254536,5014449,1,1
1377101,1608115,5158562,0,3
1944146,2480041,5130502,1,1
827661,907039,1875918,0,3
1145289,1299062,4023183,1,1
2150411,2854577,3465564,0,1
2604837,3900616,4568810,1,1
1975841,2535555,3662602,1,1
1648590,2003650,3036835,0,3
2941947,5323380,5561811,0,3
751737,815846,5282623,1,1
1484903,1760653,5343632,1,2
1728722,2126793,2883707,0,3
168708,173493,2015974,0,1
1509320,1795733,5571610,0,1
2293917,3145529,6007006,0,1
2925054,5197008,5412736,1,1
766911,834120,4787908,0,1
753017,817463,5954989,1,2
1702168,2085097,3088585,0,3
1096307,1236653,4165832,1,1
2816463,4626870,4815357,0,1
2500427,3622533,5743387,1,3
1701685,2084351,5502689,1,1
2553579,3759596,5878976,1,1
2636751,3993867,5458386,0,1
2668298,4090012,4726117,0,3
760045,826117,2070537,1,1
2753677,4378012,4570124,0,3
360380,376069,2657768,0,3
2206310,2963867,3567848,1,1
1763407,2181662,4191866,0,1
623394,667301,1392177,1,1
2168169,2888059,4448825,1,3
454556,477662,2167604,1,2
752019,816261,2625272,1,1
1903842,2411304,4532353,1,1
896908,989296,3394046,0,1
736452,798198,6022282,0,1
585747,624780,5149181,0,1
1787122,2219551,2976346,1,1
1708401,2095146,2140180,1,1
1270461,1463357,5878622,1,1
2562210,3783329,3785460,0,1
2852268,4787527,4860034,1,1
1243360,1427358,3878857,0,3
149867,153777,1377484,0,3
2177098,2905253,4381853,0,1
2565775,3792381,5517893,0,1
2816766,4628002,5964403,0,1
220942,227228,5755077,1,1
2481240,3575601,5910405,0,1
180075,185194,4858148,1,1
2972447,5622710,5844715,0,1
627099,671680,5135606,0,3
121675,124590,3794955,1,1
2069962,2703658,3262932,1,2
1134035,1285140,5590918,0,1
2694586,4174385,4968704,0,3
1891965,2391557,5791174,1,1
2737935,4321464,5695453,1,1
922505,1019815,1066575,1,1
1418576,1665692,2563125,0,1
2689198,4156991,4615610,0,1
1108235,1252044,2106250,0,1
2413255,3411610,4207047,1,1
1265357,1456547,2844180,1,1
334331,347817,3705714,0,1
1582829,1904222,5357653,0,1
2804103,4575384,4661834,1,1
850662,934234,2535801,0,3
2133857,2822716,5486042,1,2
1102331,1244369,5987683,0,1
678270,729779,6088924,1,1
699769,754969,5659194,1,1
118843,121788,524986,0,3
1971699,2528741,4515061,0,3
1855598,2330516,4942051,1,1
718501,776739,3965150,0,1
1713743,2103212,5354812,0,3
1972384,2529980,4579056,1,1
521632,553590,4739180,1,1
698465,753489,3448825,1,1
377575,394627,5385878,0,1
1158758,1316863,2251457,0,1
1453633,1715090,3951917,1,1
2259815,3073697,3788673,0,1
2408408,3400249,3630712,1,1
1951629,2493389,3359345,0,1
1283147,1480277,3804741,0,1
328892,342182,3057611,0,3
2617331,3937256,5342507,0,1
1485448,1761544,2870521,1,1
2778490,4471544,5118068,0,3
1402108,1642365,4268972,1,1
2165713,2883511,5006330,0,1
1307820,1513652,2243435,0,1
2551229,3753556,5199358,0,3
287517,297673,2374152,0,3
2288719,3134498,5369472,0,1
240701,247733,4469557,0,1
2934692,5266885,5425499,1,1
205706,211185,5118559,1,1
2958076,5463462,5496977,0,3
1529130,1824701,3052155,0,1
1752769,2164641,4305315,0,1
2224975,3002247,4819563,0,3
1656398,2015281,4625614,0,3
2211952,2975624,3951142,1,1
1367878,1595710,3623145,0,1
2223683,2999492,3707590,1,2
2825015,4664275,5258668,0,3
748172,811876,4964164,0,3
2164334,2881086,3685272,1,1
416490,436432,5744023,1,1
984411,1095371,2125316,1,2
145413,149090,5535395,0,3
157969,162120,3528943,0,1
2786392,4502948,4522695,0,3
1640045,1991059,6105258,0,3
2184053,2919422,5123549,0,1
1283487,1480706,4604879,1,1
785188,855932,1797727,0,1
2377548,3330505,5523520,1,3
2467261,3541005,5773564,0,1
510664,540917,1910021,0,1
880945,970313,3925990,0,3
304769,316188,1896082,1,2
567776,604590,3604259,1,1
575447,613320,2982705,1,1
2444940,3486567,4177156,0,3
768819,836556,1275523,1,1
2578662,3828097,5542366,0,3
1176561,1340545,1741691,1,1
1464910,1731545,6088433,0,1
1041217,1166630,3974612,0,1
201785,207333,6074137,1,1
1420028,1667794,5496655,1,1
739124,801416,1377785,1,1
1865432,2346881,2772005,0,1
122011,124977,567500,0,3
2303074,3164818,5435642,1,1
886088,976870,2071233,1,1
1875826,2364789,4296564,0,3
398560,417651,3144058,0,1
2456599,3514750,4850765,0,3
1141798,1294837,4923952,0,3
798898,872564,2251272,1,1
1439402,1694839,2526603,0,3
524308,556778,1211932,0,3
1525520,1819544,2617785,0,3
656101,704367,5660828,0,1
2739320,4326137,5559173,1,2
2472935,3555505,3951935,0,1
597066,637652,1005093,0,3
836714,918004,1061727,1,1
2422915,3434289,5899131,0,1
917955,1014476,2356852,1,1
2207025,2965554,4040998,1,1
414906,434814,5557288,0,1
2288395,3133816,3797483,0,3
1145198,1298899,2306021,0,1
1362688,1588990,3432927,1,2
2796184,4543135,5381964,0,3
911606,1006929,5495263,0,3
2791422,4523215,4662838,0,1
507200,537002,983529,1,1
178437,183519,2253590,0,3
924528,1022155,2693399,1,1
1371722,1600941,6058194,0,3
805406,880139,2363868,0,1
431382,452244,4550140,0,1
1850124,2321564,2903221,0,3
1876447,2365736,5353428,0,1
1756606,2170806,3147061,1,1
1043415,1169242,3817933,1,1
786617,857657,1748535,1,3
2204778,2960431,3569751,1,1
1463560,1729544,1751860,0,3
1350167,1571709,3060320,0,1
2173191,2898063,5260424,0,3
1687532,2063188,4318812,0,3
1753821,2166282,3659058,1,1
2791930,4525479,4709195,0,3
2000913,2580210,4863279,0,1
1099207,1240385,5797222,0,3
819988,897567,1311070,0,3
2394768,3369176,4474238,0,3
1362546,1588767,2427287,0,1
1229727,1409772,3170719,1,3
1037952,1162488,2396021,0,3
1968203,2522412,4159437,1,1
1725047,2121055,3327568,0,1
1416104,1662257,4475851,1,1
862717,948306,5167037,1,1
1050851,1178540,5949536,1,1
159425,163613,1979092,0,1
1711094,2098907,3180340,1,1
2932576,5250192,5505153,1,2
757842,823384,2337075,0,1
2055402,2677686,6098507,0,1
1540260,1841566,3561056,0,1
2034939,2640786,3912028,1,3
2342222,3250057,5876250,1,1
2134650,2824138,3061011,0,1
1622167,1963966,5646677,0,1
1509908,1796615,2233134,0,1
1446834,1705242,4851187,0,1
2703672,4204491,5238373,1,1
1762509,2180106,4052769,0,1
615726,658436,2467376,0,3
1624245,1966945,5995089,0,3
2980481,5740009,5992101,1,1
1123203,1271143,1899177,1,1
1136961,1288825,3540566,0,1
2536585,3715183,4191192,1,1
1502634,1786010,3222654,0,1
1391899,1628198,2726768,1,1
2877234,4910531,5353168,1,1
1750923,2161596,5105595,0,1
1628142,1972471,3141652,0,1
2131187,2817515,5113901,1,1
2660176,4065759,4240908,1,2
1484464,1759975,4352671,0,1
1586567,1909693,4639321,0,1
118219,121177,3588879,1,2
1941183,2474990,2549164,1,1
1366664,1594271,2895260,1,2
2774093,4454294,5520419,0,3
1097666,1238532,2114506,0,1
614539,657096,3578142,0,1
2602043,3892547,4920311,0,3
1131002,1281140,3169969,0,1
803972,878370,4494696,1,3
1130039,1280014,5950380,0,1
1543269,1845927,3366229,1,1
2798519,4552464,4667096,1,3
2403388,3388559,4430861,0,1
859272,944224,945067,0,1
724495,783902,4920938,0,3
2399261,3379153,3892411,1,1
2081569,2725318,4165142,0,3
818798,896110,3256071,1,2
2749972,4364742,5155055,1,1
262794,271189,5792558,0,3
2103101,2765421,4854668,0,1
1497973,1779352,4253097,0,1
428129,448867,4484846,1,2
2917485,5144008,5465578,1,1
1414721,1660188,1708813,0,3
2087388,2735881,3408861,1,1
2214080,2980088,3219715,0,3
1284786,1482383,4986504,0,1
1901690,2407496,3184378,0,3
562500,598935,4588154,1,1
1209348,1382615,2730635,0,3
1469026,1737970,3822502,1,1
481962,508432,1697274,0,3
649812,697224,1354202,1,1
2791774,4524840,4550764,1,1
2851825,4785178,5200808,1,3
2310335,3179923,4210783,0,1
2016005,2607024,4554887,1,1
2774741,4456896,6007858,1,1
368140,384528,713273,1,2
827816,907201,4562076,0,3
1384725,1618480,4080868,0,1
2347680,3262795,4928682,0,1
40979,41816,2927752,1,1
1688377,2064368,6051340,1,1
2355987,3280990,5942185,1,2
2614615,3929605,5736627,1,1
1251317,1438203,3727737,1,1
1607013,1940760,3279400,1,1
978167,1087482,3750399,0,3
1229656,1409672,4333832,1,1
1089401,1227909,5003811,1,1
1442296,1698794,2356092,0,3
801547,875388,5572824,1,1
244295,251499,583128,0,1
994530,1107605,3573886,1,1
2354873,3278595,3953906,1,1
1624466,1967114,3946329,0,3
1928461,2452720,6083745,1,1
1990129,2560823,5028513,1,1
575828,613839,4532802,0,3
2338883,3242407,3946141,1,1
628327,672958,1728188,0,3
408330,427671,4121331,0,1
1039373,1164287,1628988,0,1
252181,259782,4658448,0,3
1804247,2246622,3705464,1,1
2283457,3123355,6105875,0,1
1194707,1363953,2750763,0,3
2910741,5101929,6091110,0,3
1088643,1226923,3179007,1,1
2580864,3833988,5291203,0,1
123112,126277,5829177,1,1
998275,1112412,6053837,1,3
908242,1002935,4599716,1,1
957048,1061691,1501935,0,1
1784324,2214996,2333201,0,1
2755084,4382823,5774476,0,3
779984,849934,6079461,0,1
2319752,3200472,5419178,0,3
1515953,1805628,5345747,0,3
2623192,3954591,5509281,0,3
1675258,2044353,5407614,0,3
1937414,2468244,5372852,0,3
1998254,2575432,5141974,1,1
1063080,1194281,5668203,0,3
761390,827648,4170611,0,1
2267824,3090468,5094841,1,1
2424477,3438230,3556388,1,1
1895996,2398329,2799950,0,1
1862536,2342121,2885105,1,1
620902,664287,5946385,0,1
126764,130300,4548653,0,1
2611553,3921261,5727084,0,3
579160,617610,5957725,1,3
1150075,1305394,2995687,1,1
257485,265472,2195419,1,1
2473795,3557504,4976679,1,1
815024,891871,2315122,1,1
1188137,1355604,2404948,0,1
2823360,4656836,5643197,0,3
716481,774565,1036404,0,3
2638874,4000737,4676975,1,1
1146333,1300426,4781620,0,3
2539998,3724347,4233507,1,1
1396567,1634474,3533384,0,1
1373902,1603853,3922012,0,1
2141436,2837456,6091479,0,1
2569842,3803198,4672628,0,3
984779,1095915,5078023,0,1
2058831,2684323,3630274,1,1
382722,400186,1255691,0,1
2274053,3103709,5109892,1,1
2513902,3656613,4481646,1,1
323395,336371,1518327,0,1
1306018,1511251,1519662,1,1
2204613,2960069,5994800,1,3
1753222,2165369,2386780,0,3
532381,565848,3563606,1,1
337979,351705,1358144,1,2
115884,118756,3370183,0,3
477342,503242,3265611,0,3
2255089,3064093,5562019,1,1
2309599,3178369,5338343,0,3
1737893,2141343,3016759,1,2
1032658,1155551,1809321,0,1
2198531,2948326,5384751,0,3
2759910,4401539,4979427,1,1
2029935,2631947,4372549,1,1
363633,379733,2457767,0,1
1981775,2545964,5603056,1,1
209320,215038,4167321,0,1
2650937,4037428,4372953,1,1
2664672,4078946,5761403,1,1
1635704,1984447,6100323,0,3
1020743,1140503,4837738,0,3
207674,213331,4029666,1,1
1510236,1797093,2623230,0,3
2806013,4583229,5834823,1,1
194569,200294,497256,0,1
2021150,2616107,5089842,0,1
1697797,2078510,5003280,0,1
2946294,5358124,5358944,1,1
895430,987836,2891418,1,1
2077320,2717718,3476641,0,1
1755667,2169260,4954869,1,1
768553,836189,940526,0,3
1424803,1674665,5226576,0,3
1887398,2384090,4206630,1,1
1396979,1635141,4877555,1,1
1598073,1927092,3635872,1,1
2802409,4568624,4584836,0,1
1359689,1584576,2952734,1,1
249471,256933,797863,0,3
1457514,1720449,4676212,0,3
957513,1062286,2932048,0,1
2354427,3277498,5790842,0,1
2505705,3635732,5810140,0,1
763705,830460,6084926,1,1
2864542,4846045,5513290,0,3
2682752,4135952,5165763,0,3
2538610,3720740,4823616,1,1
1969080,2523995,4372007,1,3
266575,275434,2901212,1,1
1612591,1949686,3784893,1,1
1953744,2497192,4865775,1,1
1393435,1630292,2192866,1,1
37046,37708,1690570,1,1
1314524,1522702,3086755,1,1
2237990,3028812,5914963,0,3
632336,677601,828553,0,1
2949866,5388519,5471692,1,1
2037890,2646004,4650826,0,3
653301,701245,723828,1,1
2256803,3067452,4500473,0,1
1986697,2555067,3470460,1,1
257583,265603,1319832,1,1
1290841,1490600,5325926,0,3
2352895,3274078,3718966,1,1
649562,696844,1185466,0,1
2147120,2848388,4381376,0,3
1881854,2374641,3625021,0,1
2566575,3794571,4275423,0,3
2887351,4964753,5717323,1,1
171362,176274,2989261,1,1
450475,473195,2170504,1,1
1409865,1653329,2294895,0,1
205387,210933,5482319,0,1
1244487,1428917,5541057,0,3
1198561,1368634,5325499,0,3
158880,163074,2236008,0,1
2386322,3351137,4756013,0,1
3159,3435,3588414,0,3
536407,570286,5436467,1,1
2217340,2986473,5014805,0,3
896767,989117,1838525,0,3
1050240,1177758,2127769,0,3
1488418,1765815,2181935,0,3
159803,163968,3819076,0,3
1935544,2465331,6060702,1,1
1759696,2175617,5787147,0,3
1458877,1722664,3272713,1,1
1572646,1889006,4356907,0,1
2123292,2802436,5268800,1,1
2207084,2965685,4630317,0,1
2581384,3835310,5023716,0,3
2892348,4992136,5832169,0,1
262122,270432,1876283,0,1
2181874,2915087,4534275,0,3
531189,564453,5174507,1,1
157090,161368,358056,0,1
2156113,2865412,4727069,0,1
1916420,2432520,3145317,1,1
324599,337659,1938742,0,1
955792,1060162,2158930,1,3
2902008,5048830,5681290,1,1
1476073,1748039,5536144,0,1
1511961,1799653,5784922,0,1
2394039,3367538,3898486,0,1
990500,1102661,3794267,0,1
2699953,4192000,5399768,0,3
1897782,2401309,4680966,0,3
1264128,1454883,1778428,1,1
265715,274466,5261339,1,1
1287016,1485263,3016820,0,1
326708,339857,1569838,0,3
1880633,2372637,4027651,1,1
2787425,4507049,5283599,1,1
525226,557750,1385934,1,1
1824186,2279066,5226506,1,1
1068793,1201077,4557300,1,1
773364,842041,3621513,1,1
1842385,2308099,5864851,1,3
2765532,4422261,4857731,0,3
408862,428231,487293,1,1
2345064,3256679,5457789,0,1
2059612,2685633,4475458,0,1
2199893,2950970,5155461,1,1
862215,947732,1674211,1,1
2350127,3268004,4048220,0,1
1435800,1689447,2570663,0,3
1140345,1293229,6096166,0,1
1863544,2343737,3238546,0,1
2206275,2963810,5653381,1,1
1073987,1208046,3314419,0,1
2178515,2908087,3221371,0,3
1922826,2443664,3610371,0,3
2845545,4754867,4978712,1,1
712487,770110,3079293,1,1
957913,1062825,2961136,0,1
815700,892614,5044202,1,1
2267194,3089102,3552375,0,3
921843,1019055,2279231,0,3
1946087,2483242,5840181,0,3
438463,459853,1464088,1,2
233105,239545,1601077,0,1
2360784,3291638,4491308,0,3
1881332,2373840,4817200,0,1
404730,424094,3959184,0,3
2046793,2662097,4429985,1,1
137101,140888,5358044,0,1
2393289,3366025,5731030,0,1
933519,1033458,3826674,1,1
114096,116852,5744966,0,1
41906,42828,2594318,0,1
2406952,3396896,3617508,1,1
1539568,1840274,2813334,1,1
2174858,2901137,3514010,1,2
1422291,1671143,3759559,0,3
34429,35322,6056918,1,3
1224622,1403479,4120616,0,1
2493637,3606198,3895368,0,3
1056243,1185596,5983862,0,3
292625,303352,4395606,0,3
1602028,1933022,2422257,1,1
2315539,3191007,4196249,1,1
2457880,3518068,3801493,1,3
1577777,1896660,3978975,0,1
2019299,2612769,5584885,1,1
1565371,1878015,5102663,0,1
1739174,2143263,4217200,1,1
818767,896056,2799634,0,1
1219402,1396663,5173240,0,3
2442573,3480716,4577194,1,2
543046,577676,3462639,0,3
1759828,2175847,4494189,1,1
2976360,5674448,5861558,1,1
435269,456484,4716378,0,3
1331300,1545789,2674639,1,1
1612142,1949058,5880956,0,3
990939,1103280,4555436,1,1
666603,716196,1957937,1,1
1150793,1306398,1759837,0,1
2735730,4313723,5614747,1,1
2693142,4169955,5712503,0,3
275574,284990,2274350,0,3
1241102,1424430,4757062,0,1
1660357,2021349,3729683,0,1
1520216,1811914,4097577,1,1
2601513,3891165,4496110,0,1
1884321,2378776,3528273,1,1
1937260,2467945,3299285,0,1
74961,77332,645822,0,1
2833206,4699510,5388082,0,1
2282469,3121141,5032722,0,1
2607913,3909977,4535355,0,1
2477817,3567454,3715248,0,3
1000674,1115505,6033933,1,1
933810,1033755,3485586,1,1
1436715,1690760,1890252,1,1
1352940,1575581,5359590,1,2
1350029,1571495,2004268,0,3
1337842,1554972,1890588,1,3
1683448,2056948,2977744,0,3
2185085,2921254,4492551,1,1
584038,622897,1698199,0,1
2260769,3075532,5076127,1,2
642112,688561,2728120,0,1
1807536,2251852,3647216,1,1
561845,598223,4260482,1,1
2188235,2927183,5922656,1,1
2340513,3246151,3556630,0,3
1360933,1586429,5912412,1,1
190117,195830,1570370,1,1
865273,951255,4191594,1,3
708351,765343,5238715,1,1
1318675,1528438,5986244,0,1
2097729,2755294,3710564,1,1
1797451,2235805,5636509,0,3
1900771,2406026,3887807,1,1
2378160,3331933,5457588,0,1
779000,848702,4674483,1,1
2533501,3707024,6043207,0,3
2017440,2609656,4001745,0,1
984686,1095806,1717663,0,3
778268,847773,4116742,0,3
1784001,2214457,6037141,0,1
351228,366342,5383703,0,1
1676112,2045608,6005415,1,1
522130,554127,1184466,0,3
285711,295751,5461834,0,3
2628519,3969807,4819811,0,3
1521178,1813121,3009711,1,2
2932363,5248728,5367015,0,1
1608884,1943512,5404123,1,1
2185471,2921934,5151380,0,1
382665,400127,3672448,1,1
2987202,5882619,5927316,0,3
790293,862161,1742651,0,1
2370653,3314612,5969081,0,1
181265,186479,2433600,1,3
142277,145967,4692291,1,2
932831,1032602,2486919,0,1
2588847,3855856,4890430,0,1
121203,124237,3446597,0,3
1707227,2093303,2202069,1,1
2781647,4483853,5733142,1,1
1162264,1321400,2525962,1,1
2398651,3377705,5013780,1,1
1501719,1784667,2571654,0,3
153926,158006,2953861,0,1
1971978,2529170,3177351,1,1
2335428,3234730,4616163,0,1
1199769,1370308,4736845,1,1
89487,92291,3504980,0,3
619512,662587,3513168,0,3
2032148,2635847,3439858,1,1
2057381,2681634,3382054,0,3
2970609,5598871,5843097,0,1
1616579,1955750,4436572,1,1
529213,562174,6017967,1,1
1499754,1781860,4711582,0,3
2205021,2960973,4403711,0,1
745504,808630,5751161,0,1
709683,766990,5004811,1,1
996047,1109736,2944318,0,1
2303293,3165219,5285243,0,3
2844701,4751111,4951384,0,3
1465833,1732902,3052958,1,1
894092,986227,4094737,1,1
1855035,2329560,3438389,0,1
544637,579440,2779071,1,3
501328,530548,2049157,1,1
743665,806752,2007769,1,1
2017213,2609288,3035461,0,1
1760295,2176527,2261781,0,3
1217504,1393986,1717899,0,1
1456061,1718605,4001296,1,1
2362485,3295410,4674213,0,1
2285304,3127425,3289444,0,1
1529201,1824792,4630322,1,1
1669861,2035964,5013822,0,3
2276567,3108718,4815838,0,1
32422,33592,4026758,1,2
2588656,3855373,5173802,0,1
1159111,1317362,2052848,1,1
1925172,2447297,3248545,0,1
2227684,3007904,4239745,0,3
205433,210997,1096831,1,1
2249401,3051881,4265083,0,1
1647314,2001542,4673040,0,1
2070486,2704512,5739765,0,1
2558200,3772334,5051562,1,1
194138,199869,1736563,0,3
2111486,2780842,2863087,0,3
470163,495078,5488058,1,1
242173,249242,4249764,0,1
1807204,2251219,2670877,0,1
664861,714276,2202515,1,1
1197170,1367038,5948043,0,1
95628,98235,937573,0,1
345218,359701,5952055,0,3
626211,670524,4327015,0,1
1953395,2496555,4172134,0,1
1111914,1256560,1693004,1,1
1689426,2065894,2552547,0,1
1276652,1471779,2744862,1,1
2710386,4226522,4451709,0,3
144263,148073,3469582,1,1
2967958,5567323,5859409,1,1
2113290,2784115,5602687,1,1
2821769,4650061,5432559,0,1
2351199,3270260,5665085,1,1
1459006,1722934,5728838,0,1
2166062,2884281,3217336,1,1
2469587,3547022,4947956,0,3
839958,921750,2079041,0,1
2215785,2983441,5321695,0,1
2294337,3146646,4553220,1,1
1515308,1804774,5726054,0,3
1855,2033,1990177,0,1
2812902,4612071,4616267,1,1
110006,112608,5913847,0,3
1954355,2498224,4835015,1,2
1106551,1249759,1559840,0,3
2397052,3374073,5137758,0,1
1925236,2447374,3120695,1,3
86579,89488,5746336,0,1
380976,398415,5045521,1,1
2875949,4903859,6055392,0,1
488967,516309,4969330,0,3
2920890,5167779,5192158,0,3
741045,803741,2461276,0,3
1466122,1733369,6087866,1,1
1893222,2393610,6062040,0,1
1638852,1989415,4724220,0,1
424906,445463,4278044,0,3
806461,881369,2934387,1,1
526592,559266,4105583,0,3
2388362,3355305,5440337,1,1
1452617,1713568,3997594,1,1
1073107,1206827,5435294,1,1
1156618,1314066,2328111,0,3
1391875,1628144,1826883,1,1
2844539,4750309,5520417,0,3
500056,529093,1696994,1,1
2856645,4807944,5628522,0,1
675226,726250,3837553,0,3
770930,839274,3395619,0,1
808854,884304,4827682,0,3
847177,930228,3636092,1,1
781553,851907,4420421,1,1
2211956,2975637,4766898,0,1
2963919,5523520,5970906,1,3
1355921,1579517,5143227,1,1
523372,555586,1328695,0,1
1276982,1472281,5651536,0,1
1225929,1405140,5376473,0,3
2185167,2921389,4295517,1,1
122079,125081,4622847,0,1
1893700,2394403,6041849,1,1
2616771,3935771,4408598,0,3
704642,760869,3147503,0,1
2724903,4275826,5668409,0,1
1128024,1277531,1812781,0,3
2923535,5185641,6101739,1,1
626386,670748,4202164,0,1
2148466,2850891,4420071,1,1
996068,1109773,1715686,1,1
2058652,2683990,3372571,0,3
2687195,4150528,5275001,0,3
1986754,2555144,5651184,0,3
2546824,3742142,5201511,0,3
1473097,1743765,4588797,1,1
1472730,1743236,2448775,1,1
851411,935114,4325151,1,1
2564191,3788506,4134979,1,1
973488,1081751,1447198,0,1
2513271,3655049,5813200,0,1
1964232,2515373,5800625,1,1
863242,948980,1317754,0,3
162036,166408,5277286,0,3
488232,515488,1263700,0,1
1756087,2169873,3029685,0,3
1121103,1268656,6100984,1,1
1944793,2481161,5013724,0,3
1958554,2505798,2973241,0,1
2007231,2591165,2967151,1,1
205735,211220,4482017,1,1
273833,283187,1999518,1,1
1672312,2039891,4801642,0,3
930120,1029189,4424043,1,2
2614868,3930395,5294301,1,2
1501679,1784617,4649792,0,1
996713,1110671,3193118,0,1
1782620,2212353,5334032,1,3
2940444,5312330,6042690,1,1
1979509,2542036,3557225,1,1
580348,618765,3513233,1,1
2651636,4039566,5427749,0,3
1109314,1253357,5270726,0,3
716394,774425,3690757,0,1
499093,528012,600063,1,1
393879,412378,3998093,0,1
1997487,2574113,4900230,1,2
459449,483313,3462546,1,1
1542910,1845432,5944855,0,1
2555062,3763436,5358335,1,1
1335730,1552064,2794444,0,3
2650647,4036497,5064130,1,2
301320,312617,1901869,0,1
1663824,2026612,3146993,0,3
1981181,2544988,5911070,1,1
1727474,2124817,2821908,0,1
2732244,4301679,4451135,1,1
681589,733386,4719255,1,1
2449401,3497001,5013552,1,3
869809,956869,4634958,0,3
1443905,1700757,5305227,1,1
2891452,4987312,5407138,0,1
2304471,3167636,3227583,1,1
2408018,3399335,5160326,0,3
1263108,1453519,2547368,1,1
2815253,4621889,5975702,0,1
189193,194691,2649514,1,1
1352136,1574459,5331215,0,3
2001851,2581969,5709556,0,3
763237,829960,3711195,0,1
2475756,3562406,4464874,0,1
1508417,1794552,5703845,0,3
2369025,3310499,4989888,1,2
678368,729912,4550775,0,3
2191812,2934621,3029138,1,1
691014,744708,2599850,0,3
2573124,3812053,5007741,1,2
1158770,1316886,3541298,1,1
1071298,1204371,5618512,1,1
2681338,4131283,4282312,0,3
2540684,3726108,4626658,1,1
418411,438324,4537223,0,3
1459808,1724216,4560288,0,3
108334,110835,3405678,1,1
948270,1051161,5363570,0,1
2324909,3211344,5859961,0,1
686379,738945,2783029,0,1
2220993,2993802,3003164,0,3
2756881,4389865,5727436,0,1
2612230,3923212,5324078,1,1
2624069,3957097,5302777,0,3
2056169,2679109,5076710,0,3
1924791,2446548,2880603,0,1
2032796,2636922,5869498,0,1
2538788,3721191,5552188,1,1
966087,1072742,5338770,1,1
152964,157024,2904477,1,2
1737977,2141468,2962452,0,3
393497,411860,6078408,1,1
2254977,3063950,3850395,1,1
1347306,1567923,2382791,0,1
1359253,1584078,4232006,0,1
718620,776848,1924741,1,2
2324124,3209646,4188498,1,1
2105600,2769946,5051656,0,1
1232586,1413658,5614462,1,2
1546884,1851103,3508811,0,1
2928918,5224759,5884149,1,2
1255215,1443280,4388919,1,1
1377648,1608829,4795829,1,1
1049366,1176520,3893634,1,1
655560,703854,5349079,0,3
1449726,1709095,2733717,1,1
2859452,4821062,5012923,1,1
1066989,1199092,4410753,0,3
476336,502072,4608918,0,3
1026171,1147512,1397179,0,3
2003914,2585413,4243504,1,1
2337163,3238492,3726017,0,1
1271697,1465037,1877689,1,1
2239357,3031657,3635441,1,1
313047,325095,4542605,0,1
2553171,3758429,5110002,1,1
297708,308814,1257213,0,1
2162286,2877211,5132154,0,1
1005425,1121327,5066471,1,1
2755962,4386286,4769677,0,1
2253076,3059809,5403672,0,3
1546895,1851123,2351091,1,1
692761,746810,5008671,1,1
2656244,4053466,4272926,1,1
1994689,2569036,3028565,0,3
1089140,1227608,1690465,0,1
2213591,2978960,4845994,0,1
2477061,3565610,3678534,0,1
